"","Gene","baseMean","log2FoldChange","lfcMLE","lfcSE","stat","pvalue","weight","padj","FoldChange"
"13507","DDI1",2.00918130877194,-2.40305157043562,-2.51375418901824,0.756864817107308,-3.17500763164013,0.00149832560570821,1.81280579764541,1,0.189064241267854
"13508","DPF2",926.586577196622,0.222821434469969,0.222628873704157,0.0701910737496181,3.17449816004818,0.0015009584239969,0.848057361081753,0.820812175713519,1.16701364903963
"13509","PHF20L1",740.096938064319,0.283349679456985,0.282467481568738,0.0892621885106631,3.17435281595338,0.00150171030595697,0.847542069651867,0.909446311446135,1.21701730272653
"13510","RABEP2",461.471791861205,0.589191423458916,0.592484105036863,0.185628254856492,3.17403955510121,0.00150333202092139,0.809332939322038,1,1.50440334934965
"13511","TMEM229A",12.5165253310548,-0.908304206899649,-1.00040132411257,0.28619000641398,-3.17378030868683,0.00150467532936817,1.14458600295753,1,0.53281100757668
"13512","ARHGEF38",15.1150075886163,-1.16072909451116,-1.33120948441728,0.365730047502682,-3.17373183427771,0.00150492662652693,0.901082515134351,1,0.447286433278726
"13513","SLC25A3",5212.84220846187,0.253066714650604,0.255859336500845,0.0797656531301344,3.17262762504729,0.00151066146186787,0.809332939322038,0.604802424274129,1.19173768291129
"13514","STARD3",567.880619420251,-0.323536841107404,-0.325675888555371,0.102014716562953,-3.17147223467265,0.00151668365996558,0.848057361081753,1,0.799108418867186
"13515","STK16",346.264003472727,0.299974241227872,0.301902788754463,0.0945856484814396,3.17145619915833,0.00151676739665238,0.809332939322038,1,1.23112243192515
"13516","MAVS",1820.9061635332,-0.301187899360866,-0.299159687120976,0.0949715405398024,-3.17134899201344,0.00151732733664139,0.809332939322037,0.859654841843138,0.811583871858157
"13517","MTRR",474.482826187874,-0.293434837656007,-0.296769301051536,0.0925374847937572,-3.17098350263139,0.00151923770912755,0.820760162425298,1,0.815957074321954
"13518","GRHL2",10.6846329701906,1.73941148622294,1.54097377942531,0.548650383355697,3.17034588690928,0.00152257576072534,0.901082515134351,1,3.33898933707911
"13519","NONO",5024.54466969771,0.22555740188445,0.226389344370679,0.0711706454108725,3.16924766639804,0.00152834101772026,0.812805797645415,0.638049677207412,1.16922890639034
"13520","NEIL1",430.957939711605,0.467040504821163,0.46080501879959,0.147376363476259,3.16903263050318,0.00152947222900446,0.809332939322038,1,1.38227101435192
"13521","TRAJ21",0.371298497141199,2.53343972163071,3.69171598173108,0.799688127543334,3.16803468048664,0.00153473211551668,1.8207601624253,1,5.78950386794718
"13522","TMEM171",15.3598999149137,1.15960225463294,1.45687535605603,0.366041515128198,3.16795283241798,0.0015351642498151,0.901082515134351,1,2.23395829769191
"13523","CASP10",180.514224902272,-0.50319046765888,-0.532428473166396,0.158897567834076,-3.16676003615312,0.00154147460159086,0.809332939322038,1,0.705544768038755
"13524","CHRNA5",255.583329211233,-0.605575889902178,-0.615972472887496,0.191240997982009,-3.16655892979155,0.00154254088212051,0.848057361081753,1,0.657208985377538
"13525","RNLS",127.502494197636,-0.327724068268628,-0.339517965855044,0.10350563626361,-3.16624369550248,0.00154421364417587,0.848057361081753,1,0.796792477279156
"13526","NKD2",92.1628335596175,0.747709409363033,0.642350967367948,0.236254019448541,3.16485370749806,0.0015516094309183,0.844960632389803,1,1.67912473902552
"13527","FBXO10",370.565277717536,-0.407913392895216,-0.413182990196764,0.129016128743927,-3.16172401750519,0.00156838130537641,0.848057361081753,1,0.753712699902819
"13528","ZNF391",92.5094832291616,-0.337647925312335,-0.342693260307047,0.106795074224635,-3.16164324772245,0.00156881634849617,0.844960632389803,1,0.791330393557993
"13529","KDM5A",960.554642490423,0.274905822520365,0.27575403683521,0.0869621144644906,3.16121364128764,0.001571132167331,0.847542069651867,0.826839434691027,1.20991510476925
"13530","CERS6",1001.11221198236,0.312882876822827,0.312521060214296,0.0989822385692461,3.16100020918339,0.00157228385561317,0.812805797645415,0.853396034809963,1.24218743244315
